           1    -3.39282    -3.39282           0
           2     -3.3939    -3.39336 0.000382891
           3    -3.39448    -3.39373 0.000396314
           4    -3.39342    -3.39366 0.000304812
           5    -3.39611    -3.39415 0.000501526
           6    -3.39471    -3.39424 0.000426729
           7    -3.39397     -3.3942  0.00036757
           8    -3.39337     -3.3941 0.000335853
           9    -3.39315    -3.39399 0.000314717
          10     -3.3916    -3.39375 0.000362922
          11    -3.39301    -3.39369  0.00033616
          12    -3.39459    -3.39376 0.000316486
          13    -3.39369    -3.39376  0.00029219
          14    -3.39424    -3.39379 0.000273343
          15    -3.39467    -3.39385 0.000261364
          16    -3.39321    -3.39381 0.000248076
          17    -3.39288    -3.39375 0.000239446
          18     -3.3937    -3.39375  0.00022616
          19     -3.3936    -3.39374 0.000214396
          20    -3.39368    -3.39374   0.0002037
          21    -3.39324    -3.39372 0.000195365
          22    -3.39443    -3.39375 0.000189185
          23    -3.39275    -3.39371 0.000185897
          24    -3.39336    -3.39369 0.000178696
          25    -3.39332    -3.39368 0.000172151
          26     -3.3933    -3.39366 0.000166142
          27    -3.39396    -3.39367  0.00016036
          28    -3.39241    -3.39363 0.000160823
          29    -3.39387    -3.39364 0.000155501
          30    -3.39439    -3.39366 0.000152359
          31    -3.39426    -3.39368 0.000148681
          32     -3.3928    -3.39365 0.000146552
          33    -3.39311    -3.39364 0.000143041
          34    -3.39122    -3.39357 0.000155521
          35    -3.39108    -3.39349 0.000166506
          36    -3.39425    -3.39352 0.000163189
          37    -3.39418    -3.39353  0.00015977
          38    -3.39253    -3.39351 0.000157724
          39    -3.39346    -3.39351 0.000153684
          40    -3.39204    -3.39347  0.00015414
          41    -3.39307    -3.39346  0.00015069
          42    -3.39237    -3.39343 0.000149307
          43    -3.39423    -3.39345 0.000146991
          44    -3.39215    -3.39342  0.00014661
          45    -3.39373    -3.39343 0.000143513
          46     -3.3945    -3.39345 0.000142279
          47    -3.39364    -3.39346 0.000139308
          48    -3.39202    -3.39343 0.000139597
          49    -3.39369    -3.39343 0.000136855
          50    -3.39089    -3.39338 0.000143245
