           1    0.657477    0.657477           3
           2    0.655514    0.656495           3
           3    0.653616    0.655535           3
           4    0.654917    0.655381           3
           5     0.65656    0.655617           3
           6    0.652454     0.65509           3
           7    0.652708    0.654749           3
           8     0.65262    0.654483           3
           9    0.649824    0.653966           3
          10    0.656204    0.654189           3
          11    0.655153    0.654277           3
          12    0.654639    0.654307           3
          13    0.654157    0.654296           3
          14    0.653602    0.654246           3
          15    0.653069    0.654168           3
          16    0.650181    0.653918           3
          17    0.656148     0.65405           3
          18    0.653264    0.654006           3
          19    0.655014    0.654059           3
          20    0.655435    0.654128           3
          21    0.652769    0.654063           3
          22    0.653773     0.65405           3
          23     0.65581    0.654126           3
          24    0.649315    0.653926           3
          25    0.655782       0.654           3
          26    0.654093    0.654004           3
          27    0.653264    0.653976           3
          28    0.655968    0.654047           3
          29    0.655148    0.654085           3
          30    0.652648    0.654038           3
          31     0.65813     0.65417           3
          32    0.655537    0.654212           3
          33    0.654875    0.654232           3
          34    0.657977    0.654342           3
          35    0.652931    0.654302           3
          36    0.655444    0.654334           3
          37    0.656148    0.654383           3
          38    0.654593    0.654388           3
          39    0.653245    0.654359           3
          40    0.655199     0.65438           3
          41    0.653991    0.654371           3
          42    0.652824    0.654334           3
          43    0.654648    0.654341           3
          44    0.655088    0.654358           3
          45    0.656412    0.654404           3
          46    0.654472    0.654405           3
          47    0.651713    0.654348           3
          48    0.654894    0.654359           3
          49     0.65887    0.654451           3
          50    0.654509    0.654453           3
