0,0,0
0.0129266,0,0
0.0258532,0,0
0.0387798,0,0
0.0517064,0,0
0.064633,0,0
0.0775596,0,0
0.0904863,0,0
0.103413,0,0
0.116339,0,0
0.129266,0,0
0.142193,0,0
0.155119,0,0
0.168046,0,0
0.180973,0,0
0.193899,0,0
0.206826,0,0
0.219752,0,0
0.232679,0,0
0.245606,0,0
0.258532,0,0
0.271459,0,0
0.284385,0,0
0.297312,0,0
0.310239,0,0
0.323165,0,0
0.336092,0,0
0.349018,0,0
0.361945,0,0
0.374872,0,0
0.387798,0,0
0.400725,0,0
0.413651,0,0
0.426578,0,0
0.439505,0,0
0.452431,0,0
0.465358,0,0
0.478285,0,0
0.491211,0,0
0.504138,0,0
0.517064,0,0
0.529991,0,0
0.542918,0,0
0.555844,0,0
0.568771,0,0
0.581697,0,0
0.594624,0,0
0.607551,0,0
0.620477,0,0
0.633404,0,0
0.64633,0,0
0.659257,0,0
0.672184,0,0
0.68511,0,0
0.698037,0,0
0.710963,0,0
0.72389,0,0
0.736817,0,0
0.749743,0,0
0.76267,0,0
0.775596,0,0
0.788523,0,0
0.80145,0,0
0.814376,0,0
0.827303,0,0
0.84023,0,0
0.853156,0,0
0.866083,0,0
0.879009,0.000558322,0.000344182
0.891936,0.0037627,0.00116378
0.904863,0.0155493,0.00210613
0.917789,0.0444447,0.00366467
0.930716,0.111551,0.00694956
0.943642,0.207688,0.00962806
0.956569,0.356969,0.0123272
0.969496,0.564818,0.0148538
0.982422,0.781928,0.0182805
0.995349,1.03274,0.0230544
1.00828,1.29732,0.0261178
1.0212,1.51588,0.0289569
1.03413,1.73911,0.0306251
1.04706,1.90356,0.0348575
1.05998,2.07231,0.0361596
1.07291,2.12512,0.0346937
1.08584,2.19561,0.0389639
1.09876,2.18603,0.0369981
1.11169,2.19512,0.0362232
1.12461,2.19654,0.0341827
1.13754,2.2148,0.0376147
1.15047,2.16297,0.0355533
1.16339,2.12906,0.0338549
1.17632,2.106,0.035839
1.18925,2.08101,0.0332911
1.20217,2.03745,0.0315623
1.2151,1.96952,0.0291944
1.22803,1.92866,0.0285503
1.24095,1.87843,0.0294259
1.25388,1.85038,0.0287698
1.26681,1.78663,0.0283341
1.27973,1.76408,0.0270456
1.29266,1.69747,0.027299
1.30559,1.67642,0.0290509
1.31851,1.62918,0.0270199
1.33144,1.59252,0.0278296
1.34437,1.5677,0.0265816
1.35729,1.53032,0.0281625
1.37022,1.4952,0.025394
1.38315,1.43301,0.0248933
1.39607,1.41574,0.023635
1.409,1.39064,0.0244163
1.42193,1.34579,0.0206288
1.43485,1.31679,0.0200107
1.44778,1.3153,0.0200939
1.46071,1.29819,0.0203371
1.47363,1.2866,0.0212577
1.48656,1.28054,0.0199099
1.49949,1.23928,0.0201327
1.51241,1.22824,0.0194456
1.52534,1.22285,0.0173999
1.53827,1.2353,0.0200165
1.55119,1.22731,0.0191633
1.56412,1.21149,0.0189383
1.57705,1.16661,0.0156205
1.58997,1.16517,0.014904
1.6029,1.15631,0.0140651
1.61583,1.13948,0.014995
1.62875,1.1265,0.0146738
1.64168,1.12778,0.0163433
1.65461,1.10295,0.0157895
1.66753,1.10556,0.0161867
1.68046,1.09237,0.0140456
1.69339,1.09633,0.014418
1.70631,1.07943,0.0154505
1.71924,1.0686,0.0144364
1.73217,1.06471,0.0155939
1.74509,1.05409,0.014546
1.75802,1.06087,0.0148185
1.77095,1.04727,0.014049
1.78387,1.05774,0.014283
1.7968,1.05988,0.0136092
1.80973,1.04875,0.0136701
1.82265,1.04882,0.0138468
1.83558,1.04647,0.0138335
1.8485,1.03652,0.0144141
1.86143,1.0382,0.0139845
1.87436,1.04721,0.0147312
1.88728,1.0463,0.0139783
1.90021,1.03698,0.0137362
1.91314,1.03731,0.013434
1.92606,1.04602,0.0134889
1.93899,1.04185,0.0124908
1.95192,1.04356,0.0121384
1.96484,1.04289,0.0126448
1.97777,1.03871,0.0117076
1.9907,1.04194,0.0123987
2.00362,1.05928,0.0140582
2.01655,1.05494,0.0130538
2.02948,1.05339,0.0117049
2.0424,1.05306,0.0126066
2.05533,1.04726,0.0121062
2.06826,1.04644,0.0108516
2.08118,1.04871,0.0113546
2.09411,1.03475,0.0109824
2.10704,1.0313,0.0119293
2.11996,1.0292,0.0122067
2.13289,1.04147,0.0135059
2.14582,1.05293,0.012622
2.15874,1.04754,0.0132366
2.17167,1.03807,0.0117198
2.1846,1.04705,0.0126604
2.19752,1.04928,0.0120571
2.21045,1.03903,0.0115015
2.22338,1.03696,0.0122184
2.2363,1.04375,0.0122884
2.24923,1.04604,0.0121192
2.26216,1.03949,0.0105613
2.27508,1.02955,0.0114486
2.28801,1.02772,0.0117096
2.30094,1.03668,0.0119859
2.31386,1.03428,0.0123373
2.32679,1.05227,0.0123011
2.33972,1.04444,0.0119578
2.35264,1.04238,0.0128039
2.36557,1.04896,0.0115035
2.3785,1.04452,0.0101803
2.39142,1.031,0.0106724
2.40435,1.02095,0.0100902
2.41728,1.01748,0.0106967
2.4302,1.0188,0.0103519
2.44313,1.02312,0.010899
2.45606,1.0187,0.00937422
2.46898,1.01566,0.00931381
2.48191,1.02302,0.00995005
2.49484,1.02036,0.00928753
2.50776,1.0213,0.0101611
2.52069,1.01405,0.00896299
2.53362,1.01963,0.0100649
2.54654,1.02986,0.01052
2.55947,1.01876,0.00989553
2.5724,1.01248,0.0100162
2.58532,1.01189,0.00882768
2.59825,1.01336,0.00838581
2.61117,1.0132,0.00962525
2.6241,1.01909,0.00994381
2.63703,1.01627,0.00992925
2.64995,1.01457,0.00946002
2.66288,1.01037,0.00985748
2.67581,1.01685,0.00951419
2.68873,1.00676,0.00916747
2.70166,1.00672,0.00957123
2.71459,1.01317,0.00921543
2.72751,1.0156,0.00896947
2.74044,1.01559,0.00993888
2.75337,1.01368,0.0100087
2.76629,1.02518,0.0108355
2.77922,1.01742,0.00996236
2.79215,1.01384,0.0100889
2.80507,1.00146,0.00927643
2.818,1.00304,0.00869752
2.83093,1.01059,0.0101682
2.84385,1.01576,0.00966947
2.85678,1.02722,0.00921304
2.86971,1.01076,0.00963878
2.88263,1.00735,0.0097822
2.89556,1.01586,0.0100922
2.90849,1.01859,0.00868682
