0,2.37049
1,4.32028
2,5.82203
3,8.13835
4,10.8336
5,10.8336
6,9.48596
7,9.48596
8,7.87366
9,9.45139
10,10.9474
11,10.9474
12,10.9474
13,10.9474
14,9.47869
15,9.8533
16,9.8533
17,7.90874
18,7.90874
19,5.84206
20,6.66995
21,6.66995
22,6.97964
23,8.02526
24,8.02526
25,8.02526
26,8.02526
27,8.02526
28,8.02526
29,8.28474
30,10.0024
31,11.2352
32,11.9975
33,12.9537
34,12.9537
35,12.9537
36,12.8843
37,11.0166
38,10.6621
39,11.9568
40,11.9568
41,12.3105
42,11.7295
43,10.9763
44,11.5879
45,11.5879
46,13.2854
47,12.49
48,12.7313
49,12.7313
50,12.4767
51,11.1308
52,9.3413
53,9.3413
54,11.2635
55,10.5196
56,10.5196
57,10.7464
58,9.03343
59,8.28381
60,8.28381
61,10.1359
62,9.84564
63,9.08271
64,7.3826
65,7.19284
66,7.60019
67,7.60019
68,10.6811
69,10.6811
70,10.6811
71,10.538
72,10.538
73,9.01773
74,9.01773
75,9.01773
76,7.40797
77,6.49589
78,4.5823
79,4.32368
80,5.01641
81,4.48874
82,5.62219
83,6.40048
84,6.40048
85,6.40048
86,6.7178
87,6.7178
88,7.72177
89,7.72177
90,5.81082
91,5.02654
92,5.02654
93,5.02654
94,3.89379
95,3.89379
96,3.89379
97,3.89379
98,3.89379
99,3.89379
100,3.89379
101,4.97611
102,5.63327
103,5.47813
104,5.47813
105,5.47813
106,3.11948
107,3.47248
108,4.43649
109,2.54482
110,2.54482
111,2.54482
112,2.54482
113,2.54482
114,2.54482
115,1.55324
116,1.55324
117,3.13154
118,3.13154
119,2.41045
120,2.41045
121,2.57821
122,3.34331
123,3.34331
124,3.34331
125,3.34331
126,5.34565
127,5.34565
128,5.34565
129,4.00561
130,4.00561
131,4.00561
132,7.32516
133,7.32516
134,7.32516
135,4.76781
136,4.76781
137,4.76781
138,4.76781
139,4.76781
140,4.76781
141,3.37451
142,4.66252
143,4.66252
144,4.83321
145,5.53048
146,5.53048
147,5.3874
148,6.14278
149,6.14278
150,6.14278
151,6.14278
152,6.67283
153,5.7861
154,4.13361
155,4.13361
156,4.13361
157,5.33681
158,3.3809
159,3.3809
160,3.3809
161,2.66712
162,2.66712
163,2.66712
164,4.90771
165,4.90771
166,7.95699
167,7.45525
168,8.99641
169,8.99641
170,5.91712
171,5.91712
172,2.6947
173,2.43323
174,2.04688
175,2.04688
176,2.04688
177,2.04688
178,2.04688
179,3.8163
180,3.06033
181,3.06033
182,3.06033
183,3.8092
184,4.79128
185,4.79128
186,6.67371
187,7.28561
188,7.28561
189,7.28561
190,6.08016
191,4.53812
192,4.53812
193,4.50628
194,7.9286
195,6.33953
196,8.48912
197,8.48912
198,8.00488
199,7.81928
200,10.7842
201,11.353
202,12.3721
203,13.9645
204,11.0813
205,9.5905
206,9.5905
207,9.5905
208,9.5905
209,9.13829
210,9.13829
211,7.15397
212,9.86287
213,8.14651
214,7.80825
215,6.9081
216,9.1064
217,7.71334
218,7.71334
219,10.4929
220,7.63712
221,7.63712
222,7.63712
223,6.11581
224,6.11581
225,6.3452
226,5.72851
227,5.72851
228,6.97247
229,5.19025
230,5.19025
231,5.29817
232,4.91853
233,4.91853
234,4.91853
235,4.91853
236,4.89746
237,5.49634
238,5.49634
239,5.49634
240,2.12605
241,2.25636
242,2.60307
243,2.60307
244,3.37161
245,4.84977
246,4.64017
247,4.52976
248,4.52976
249,7.14514
250,7.14514
251,6.82807
252,9.49343
253,11.9885
254,9.26338
255,8.09369
256,7.66384
257,8.63653
258,8.63653
259,8.63653
260,8.63653
261,8.63653
262,7.79201
263,6.17347
264,6.17347
265,6.17347
266,6.17261
267,6.17261
268,5.75326
269,5.75326
270,5.75326
271,5.75326
272,4.40627
273,4.40627
274,4.40627
275,4.40627
276,3.76261
277,1.63709
278,7.36666
279,6.90953
280,6.90953
281,5.64953
282,5.64953
283,5.64953
284,5.64953
285,5.91673
286,5.91673
287,4.54912
288,4.54912
289,4.54912
290,4.54912
291,4.84124
292,4.84124
293,4.84124
294,1.66835
295,1.66835
296,4.06279
297,4.06279
298,5.08729
299,5.08729
300,5.08729
301,5.34577
302,4.33786
303,3.9303
304,3.9303
305,3.9303
306,2.74425
307,5.76041
308,5.76041
309,5.76041
310,5.99355
311,3.83592
312,3.83592
313,6.644
314,6.644
315,7.29453
316,5.70366
317,5.70366
318,5.70366
319,2.78159
320,5.56575
321,7.09642
322,7.09642
323,7.09642
324,6.2043
325,5.07911
326,5.07911
327,5.97778
328,5.97778
329,4.61077
330,4.61077
331,2.53445
332,2.53445
333,2.53445
334,3.22073
335,4.02855
336,4.02855
337,4.02855
338,3.74031
339,3.74031
340,3.74031
341,3.74031
342,5.31348
343,5.31348
344,5.31348
345,3.98366
346,6.31721
347,6.57079
348,5.44854
349,5.44854
350,4.94813
351,2.40537
352,2.40537
353,2.40537
354,2.40537
355,2.40537
356,2.40537
357,2.40537
358,4.41387
359,5.60354
360,5.53429
361,5.53429
362,4.03193
363,2.82515
364,2.82515
365,2.82515
366,2.82515
367,2.82515
368,7.13668
369,7.13668
370,8.58253
371,10.3442
372,10.161
